Var1,Var2,Var3,Var4,Var5
-0.7070707070707076,0.0,-0.8259717289485934,53,-0.5649466505506588
-0.5050505050505052,0.0,-0.8323911176227202,19,0.12174051870643922
-0.30303030303030276,0.0,-0.836664870319345,66,-0.6446254301819083
-0.10101010101010033,0.0,-0.8388040095180531,55,-1.068584563955816
0.10101010101010033,0.0,-0.8388040095180531,26,1.5673831454442946
0.30303030303030276,0.0,-0.836664870319345,33,0.2109254081592822
0.5050505050505052,0.0,-0.8323911176227202,32,1.522264849949691
0.7070707070707076,0.0,-0.8259717289485934,45,2.29926366007333
0.9090909090909083,0.0,-0.8172282281478331,79,-0.3994364867862239
1.1111111111111107,0.0,-0.8052421223088175,42,-0.5604732621841365
1.3131313131313131,0.0,-0.7870825560066635,60,1.2001218999293373
1.5151515151515156,0.0,-0.7561184171275014,42,1.2489285248693665
1.7171717171717162,0.0,-0.7012045910325515,56,0.26904383329253134
1.9191919191919187,0.0,-0.6086161140643218,77,-1.1353084304359555
2.121212121212121,0.0,-0.4677286558265961,4,-0.4026400807601271
2.3232323232323235,0.0,-0.2789951707436502,90,1.3643755801164832
2.525252525252524,0.0,-0.060139264486520516,41,-0.42829104630371245
2.7272727272727266,0.0,0.15415274389411382,6,1.283650832566647
2.929292929292929,0.0,0.32116541031753587,88,1.2121173079614245
3.1313131313131315,0.0,0.40503197120817047,8,-0.5302928517803509
3.333333333333334,0.0,0.39081498910477386,47,0.2514753494721047
3.5353535353535346,0.0,0.2906440379867724,93,-0.5292315305477436
3.737373737373737,0.0,0.1386639175516513,75,0.3826311808270551
3.9393939393939394,0.0,-0.022529436006050507,20,0.8971141931291858
4.141414141414142,0.0,-0.15703635026684454,32,1.4044257671730793
4.3434343434343425,0.0,-0.24539983525407522,94,2.0332694383505063
4.545454545454545,0.0,-0.28576465257354183,41,0.10619991973861964
4.747474747474747,0.0,-0.2881466243311986,90,-0.39785606216358993
4.94949494949495,0.0,-0.266417053850016,65,-0.41172916641415774
5.1515151515151505,0.0,-0.2322721755778148,93,0.07283869026028003
5.353535353535353,0.0,-0.19293222199014726,89,-0.1644272563800334
5.555555555555555,0.0,-0.151760411171289,3,-1.316017345169866
5.757575757575758,0.0,-0.1099375848055856,26,1.6073161001285245
5.9595959595959584,0.0,-0.06780462735047406,11,-2.0054456559445115
6.161616161616163,0.0,-0.02549737650720182,35,-0.6342085099378814
6.363636363636363,0.0,0.016874909969909913,91,0.3701197013094989
6.565656565656564,0.0,0.059204164803843405,72,-1.3318185942589336
6.767676767676768,0.0,0.10138306097044328,21,-0.36465411610477727
6.969696969696969,0.0,0.14332079576670415,35,0.4495795731154053
7.171717171717173,0.0,0.18507150787371762,28,-0.740354774858122
7.373737373737374,0.0,0.22734783478051798,27,1.976052227517577
7.575757575757574,0.0,0.27272061335740794,42,-0.21721244102460135
7.777777777777779,0.0,0.3273062086687718,21,0.8163418519947986
7.979797979797979,0.0,0.401754087126033,82,1.6583969442893696
8.18181818181818,0.0,0.5096673693242149,46,0.09141726845942891
8.383838383838384,0.0,0.6622869538909746,87,1.046741334463432
8.585858585858585,0.0,0.8605976150836989,7,-1.014806089460698
8.787878787878789,0.0,1.0887236108846576,93,0.3577246205666836
8.98989898989899,0.0,1.3134093467841264,62,0.5334480869178985
9.19191919191919,0.0,1.492111414030777,14,2.1079616753170356
9.393939393939394,0.0,1.587533236471704,86,-0.4209400299935758
9.595959595959595,0.0,1.5821438556020722,62,1.0749507344240028
9.7979797979798,0.0,1.4853656029588915,50,0.8234673783886536
10.0,0.0,1.32963712396326,84,0.06721081899552925
-10.0,0.20202020202020202,1.4034170077989339,76,-0.30330208818499405
-9.797979797979798,0.20202020202020202,1.5551173988858997,63,1.213642614873579
-9.595959595959595,0.20202020202020202,1.6477746489345622,13,0.5808613045496714
-9.393939393939394,0.20202020202020202,1.6489679870350318,92,-0.22953303499619745
-9.191919191919192,0.20202020202020202,1.5492930249071508,77,1.2127670271549145
-8.98989898989899,0.20202020202020202,1.3662986628875888,35,-1.1447450976279308
-8.787878787878787,0.20202020202020202,1.1372993474846884,75,0.8485721295507149
-8.585858585858587,0.20202020202020202,0.904856216654592,36,0.9045268267140519
-8.383838383838384,0.20202020202020202,0.7022423839210388,39,-1.6184307376630567
-8.181818181818182,0.20202020202020202,0.5453508319741618,6,0.4941797382711283
-7.979797979797979,0.20202020202020202,0.433213681878294,83,-0.46659238414035686
-7.777777777777778,0.20202020202020202,0.35460651935856496,8,0.968327664130357
-7.575757575757576,0.20202020202020202,0.2959422332207793,34,0.5156851435482162
-7.373737373737374,0.20202020202020202,0.24658682939378648,51,0.0735494213042544
-7.171717171717171,0.20202020202020202,0.20043881809170752,14,-0.4785618807851284
-6.96969696969697,0.20202020202020202,0.1549415829930661,70,-2.333037785862028
-6.767676767676768,0.20202020202020202,0.10939599731145622,18,-0.19928824195907396
-6.565656565656566,0.20202020202020202,0.06376067086652548,65,-1.2694486892902304
-6.363636363636363,0.20202020202020202,0.018138343265269093,83,-0.30363909906123315
-6.161616161616162,0.20202020202020202,-0.027352579405057795,7,-1.875351334031239
-5.959595959595959,0.20202020202020202,-0.07259385155964831,51,1.2914121562885872
-5.757575757575758,0.20202020202020202,-0.11746697730890149,5,0.4098071483725571
-5.555555555555555,0.20202020202020202,-0.16182785675343211,29,-0.25612485407196856
-5.353535353535354,0.20202020202020202,-0.20532835114428796,50,1.133789605981417
-5.151515151515151,0.20202020202020202,-0.24678140045724853,82,0.34543299638723085
-4.94949494949495,0.20202020202020202,-0.2828186282248538,78,0.3771905874092054
-4.747474747474747,0.20202020202020202,-0.30621572340889797,46,0.06770863157301521
-4.545454545454546,0.20202020202020202,-0.30527346845548986,42,-0.703209465623966
-4.343434343434343,0.20202020202020202,-0.26611868372888314,76,0.7734032619006161
-4.141414141414142,0.20202020202020202,-0.17873478458481673,50,0.11770432920629818
-3.9393939393939394,0.20202020202020202,-0.044977363238688284,90,-0.5675831092923234
-3.737373737373738,0.20202020202020202,0.1156951219880531,85,-0.3977904544226991
-3.5353535353535355,0.20202020202020202,0.2673804220731989,80,-1.9730523901975732
-3.333333333333333,0.20202020202020202,0.36747892664976967,51,-0.007428702638834039
-3.1313131313131315,0.20202020202020202,0.38184107936554335,16,-1.2819413998161093
-2.929292929292929,0.20202020202020202,0.29833148655127684,77,0.22630677363797327
-2.7272727272727275,0.20202020202020202,0.1318807266948845,53,0.039981654142410665
-2.525252525252525,0.20202020202020202,-0.08165230690030834,89,-1.445513786524981
-2.3232323232323235,0.20202020202020202,-0.2995610195941869,29,-0.7400875620610502
-2.121212121212121,0.20202020202020202,-0.4871688847710223,22,0.6071308418766698
-1.9191919191919187,0.20202020202020202,-0.6267629920893487,60,0.16756040247895063
-1.717171717171718,0.20202020202020202,-0.7179019414561971,2,-0.29042754024479184
-1.5151515151515156,0.20202020202020202,-0.7712224290618193,23,-0.6216630398250907
-1.3131313131313131,0.20202020202020202,-0.8004625447963319,67,0.28279794824199245
-1.1111111111111107,0.20202020202020202,-0.8167812356350211,89,-0.41089129140648917
-0.9090909090909101,0.20202020202020202,-0.8268240946743224,91,0.26612340102700655
-0.7070707070707076,0.20202020202020202,-0.8335370465866476,93,0.35434758143209866
-0.5050505050505052,0.20202020202020202,-0.8378541787033158,87,1.322236966519351
-0.30303030303030276,0.20202020202020202,-0.8399700211834161,88,-2.2389779788855346
-0.10101010101010033,0.20202020202020202,-0.8399120422686259,69,0.4949316395766625
0.10101010101010033,0.20202020202020202,-0.8376924839204991,78,1.5648858749545205
0.30303030303030276,0.20202020202020202,-0.8333283640871769,47,-2.17652621053524
0.5050505050505052,0.20202020202020202,-0.826841403585439,58,1.1254980105519439
0.7070707070707076,0.20202020202020202,-0.8182378778642393,69,0.9937264774685698
0.9090909090909083,0.20202020202020202,-0.8073566361951562,91,0.6704821687201806
1.1111111111111107,0.20202020202020202,-0.7932964625714563,31,-0.7783426321941765
1.3131313131313131,0.20202020202020202,-0.7731436535434996,15,-1.2063590811188525
1.5151515151515156,0.20202020202020202,-0.7402840475084075,78,1.0423415623196584
1.7171717171717162,0.20202020202020202,-0.6835892025061288,86,0.2036517673914123
1.9191919191919187,0.20202020202020202,-0.5893504738129532,49,1.2352899247820681
2.121212121212121,0.20202020202020202,-0.4469594210531694,42,-0.658372741187642
2.3232323232323235,0.20202020202020202,-0.25688438562263594,78,-1.7922287606510685
2.525252525252524,0.20202020202020202,-0.03686378429874926,1,1.0002239082954172
2.7272727272727266,0.20202020202020202,0.1784018998397312,44,0.9677380073752018
2.929292929292929,0.20202020202020202,0.3461837750919299,70,1.0167099123337755
3.1313131313131315,0.20202020202020202,0.4306024138408103,46,-0.8495180301785453
3.333333333333334,0.20202020202020202,0.41670856290458613,4,1.4955798311088864
3.5353535353535346,0.20202020202020202,0.3166208909137552,95,-1.0914591542649419
3.737373737373737,0.20202020202020202,0.1644742616923499,44,-0.6387104169720187
3.9393939393939394,0.20202020202020202,0.002855700947303086,43,0.9384492971629869
4.141414141414142,0.20202020202020202,-0.13234295152388592,90,2.858152830338659
4.3434343434343425,0.20202020202020202,-0.2216714116784495,6,1.6592420441979703
4.545454545454545,0.20202020202020202,-0.26327997541813203,77,-1.4915176256234817
4.747474747474747,0.20202020202020202,-0.26718878663291723,56,0.7486680454301474
4.94949494949495,0.20202020202020202,-0.24727222131009075,21,0.9755600037595134
5.1515151515151505,0.20202020202020202,-0.21522830527705275,50,0.3936916954968903
5.353535353535353,0.20202020202020202,-0.17827775354416256,11,-1.1386583225437317
5.555555555555555,0.20202020202020202,-0.13978293507782394,38,0.6553280434567517
5.757575757575758,0.20202020202020202,-0.10092249286749892,95,0.9679824757859607
5.9595959595959584,0.20202020202020202,-0.062033750173150944,98,-1.9247491904962144
6.161616161616163,0.20202020202020202,-0.02324761316754172,33,-0.3712297355400474
6.363636363636363,0.20202020202020202,0.015332964904633822,31,0.25450996746873766
6.565656565656564,0.20202020202020202,0.05360759166548157,87,-0.3379683370570903
6.767676767676768,0.20202020202020202,0.09147797750059863,85,-0.07807231993265726
6.969696969696969,0.20202020202020202,0.12886370643413328,86,-0.48809443188023294
7.171717171717173,0.20202020202020202,0.16583063467556197,95,0.8078562124837827
7.373737373737374,0.20202020202020202,0.20310442421457664,61,0.014296822542025248
7.575757575757574,0.20202020202020202,0.24327021428165443,30,-0.6813499969487904
7.777777777777779,0.20202020202020202,0.29245991581220937,36,-0.8312506591155954
7.979797979797979,0.20202020202020202,0.36133974508174577,89,-1.0811022252085087
8.18181818181818,0.20202020202020202,0.4635307319410512,22,-0.47353131376213126
8.383838383838384,0.20202020202020202,0.6102927940845349,13,-0.342295229997637
8.585858585858585,0.20202020202020202,0.8026307802099857,81,2.2426067673422847
8.787878787878789,0.20202020202020202,1.02469001896064,49,-0.21670748159095735
8.98989898989899,0.20202020202020202,1.24323691899821,94,1.142460767232911
9.19191919191919,0.20202020202020202,1.4157509391623613,40,-1.6939882265685036
9.393939393939394,0.20202020202020202,1.5049591630322463,80,0.6885591258813356
9.595959595959595,0.20202020202020202,1.493355007719758,83,-0.8252502708565531
9.7979797979798,0.20202020202020202,1.3903858162546427,27,0.5894948690478032
10.0,0.20202020202020202,1.22851579790671,90,-1.1107607026647208
-10.0,0.40404040404040403,1.446854559767062,25,-1.1824156626838103
-9.797979797979798,0.40404040404040403,1.5969172508058083,11,0.020657673503481133
-9.595959595959595,0.40404040404040403,1.6877886423450397,18,-1.76651229125462
-9.393939393939394,0.40404040404040403,1.6870574661341666,55,0.030417490787855852
-9.191919191919192,0.40404040404040403,1.5853296516514046,82,2.0558410436001213
-8.98989898989899,0.40404040404040403,1.4001651722506074,98,-0.30483965573031896
-8.787878787878787,0.40404040404040403,1.168890238942097,45,0.14013311686935526
-8.585858585858587,0.40404040404040403,0.9340783782778179,10,-1.2729311864629693
-8.383838383838384,0.40404040404040403,0.729015645796461,16,1.0642934308491718
-8.181818181818182,0.40404040404040403,0.569608446012102,18,0.13809140925150779
-7.979797979797979,0.40404040404040403,0.4549027254379905,78,-0.22186349873198116
-7.777777777777778,0.40404040404040403,0.37368822048874334,34,0.14329350123037768
-7.575757575757576,0.40404040404040403,0.3123922156990801,46,-0.200042949066771
-7.373737373737374,0.40404040404040403,0.2603952761404471,5,-0.5868431798435176
-7.171717171717171,0.40404040404040403,0.2116105519318173,24,-0.7848021585034819
-6.96969696969697,0.40404040404040403,0.16349606414564916,95,-0.6884016517469905
-6.767676767676768,0.40404040404040403,0.11536723739081839,46,-1.2616335182729792
-6.565656565656566,0.40404040404040403,0.06719706358995475,26,-0.7518681890880367
-6.363636363636363,0.40404040404040403,0.019102412469490675,4,-2.516339331722073
-6.161616161616162,0.40404040404040403,-0.028784513430075633,42,1.78747220724193
-5.959595959595959,0.40404040404040403,-0.07633208600866052,93,-0.37282373026170296
-5.757575757575758,0.40404040404040403,-0.1234089192636419,2,-2.012552830931403
-5.555555555555555,0.40404040404040403,-0.16985859185249752,53,0.08348533706983705
-5.353535353535354,0.40404040404040403,-0.21532128594395433,19,-0.13435565316967868
-5.151515151515151,0.40404040404040403,-0.2585989755373095,59,1.6257443790762054
-4.94949494949495,0.40404040404040403,-0.2963130987368228,89,0.4629624144902182
-4.747474747474747,0.40404040404040403,-0.3212300034212108,30,1.2030522550264993
-4.545454545454546,0.40404040404040403,-0.32164203512321704,34,0.28065035289722257
-4.343434343434343,0.40404040404040403,-0.28366853700538275,45,-0.1902159992764606
-4.141414141414142,0.40404040404040403,-0.19728645790111804,24,-1.008816736493714
-3.9393939393939394,0.40404040404040403,-0.06434598030451688,46,0.7521033197535466
-3.737373737373738,0.40404040404040403,0.09569874935855982,42,1.2894194186651435
-3.5353535353535355,0.40404040404040403,0.24694866043674712,14,2.6015158426554557
-3.333333333333333,0.40404040404040403,0.3468061572412783,63,-0.7413508440433789
-3.1313131313131315,0.40404040404040403,0.3611225099500387,28,0.14833520583224438
-2.929292929292929,0.40404040404040403,0.27776194468893767,36,0.3708922788985268
-2.7272727272727275,0.40404040404040403,0.1116534404182371,54,-0.10609652181620041
-2.525252525252525,0.40404040404040403,-0.10134693489420277,3,0.4127922836944319
-2.3232323232323235,0.40404040404040403,-0.31853663805687327,58,0.46809153536117787
-2.121212121212121,0.40404040404040403,-0.5052444140921459,31,-1.2001872733597452
-1.9191919191919187,0.40404040404040403,-0.6437638323120494,73,0.5856919734164461
-1.717171717171718,0.40404040404040403,-0.7336611618744859,58,-0.16650943452697836
-1.5151515151515156,0.40404040404040403,-0.7855819331907168,45,1.0054578756589796
-1.3131313131313131,0.40404040404040403,-0.8132742045683723,66,0.1470075548328613
-1.1111111111111107,0.40404040404040403,-0.8279079887674824,76,1.7167483462729776
-0.9090909090909101,0.40404040404040403,-0.8361409992700631,74,-2.4444902267286452
-0.7070707070707076,0.40404040404040403,-0.8409322871773146,31,0.9277379261267736
-0.5050505050505052,0.40404040404040403,-0.8432300181163813,30,0.6694430248069313
-0.30303030303030276,0.40404040404040403,-0.843243692813521,74,1.8194928987789678
-0.10101010101010033,0.40404040404040403,-0.8410165775582793,63,1.4804631248433786
0.10101010101010033,0.40404040404040403,-0.8365774701044462,51,-2.934666698192842
0.30303030303030276,0.40404040404040403,-0.8299606275278738,20,-0.4335194346454607
0.5050505050505052,0.40404040404040403,-0.8212056143229872,97,0.07046382037030986
0.7070707070707076,0.40404040404040403,-0.810337071321651,32,-0.5342298555889636
0.9090909090909083,0.40404040404040403,-0.7972126483178316,72,1.327031852483487
1.1111111111111107,0.40404040404040403,-0.7809502750368966,87,0.5407861256405823
1.3131313131313131,0.40404040404040403,-0.7586556460520925,91,-0.745031057193168
1.5151515151515156,0.40404040404040403,-0.7237341545572523,7,0.18683044856224387
1.7171717171717162,0.40404040404040403,-0.6650769724537047,68,-1.9748741397963927
1.9191919191919187,0.40404040404040403,-0.5689950284613035,56,0.9958495103580425
2.121212121212121,0.40404040404040403,-0.42489931440461354,29,-0.2021199478152095
2.3232323232323235,0.40404040404040403,-0.2332773609080352,8,0.2946140226999938
2.525252525252524,0.40404040404040403,-0.011886428822200812,89,-0.30779177616750636
2.7272727272727266,0.40404040404040403,0.2045546020409158,60,2.52274459096223
2.929292929292929,0.40404040404040403,0.3732989923149276,61,-0.17817277377937296
3.1313131313131315,0.40404040404040403,0.4584501165951801,86,-1.6478855654150895
3.333333333333334,0.40404040404040403,0.4450422732219391,48,0.13284514424277238
3.5353535353535346,0.40404040404040403,0.34517852925137615,48,-1.170848354378001
3.737373737373737,0.40404040404040403,0.19297908913700124,29,-0.43548087044162936
3.9393939393939394,0.40404040404040403,0.03101735397479105,79,0.14040542967003752
4.141414141414142,0.40404040404040403,-0.10482733692115825,68,-0.8449546615047415
4.3434343434343425,0.40404040404040403,-0.19511599011792602,73,1.2921642022096196
4.545454545454545,0.40404040404040403,-0.23800890055273716,13,0.8472409423939253
4.747474747474747,0.40404040404040403,-0.24353484233140602,50,0.4132539474287749
4.94949494949495,0.40404040404040403,-0.22557538044333914,39,-0.6069713610432721
5.1515151515151505,0.40404040404040403,-0.19583422134082876,27,-0.6699647686882593
5.353535353535353,0.40404040404040403,-0.16153619071013967,17,-0.6506082338430189
5.555555555555555,0.40404040404040403,-0.12604614260611538,97,1.1111075476904402
5.757575757575758,0.40404040404040403,-0.09054353013424928,36,0.31384245713186976
5.9595959595959584,0.40404040404040403,-0.05536476886421376,42,-0.07781100448647167
6.161616161616163,0.40404040404040403,-0.02063810346261486,93,0.3682968336103556
6.363636363636363,0.40404040404040403,0.01353795708516954,77,1.3688355583183198
6.565656565656564,0.40404040404040403,0.04706926905759922,11,-0.14521733707370166
6.767676767676768,0.40404040404040403,0.07986561005075751,28,-0.7010235753080907
6.969696969696969,0.40404040404040403,0.11185645635920664,50,-0.1287586122580819
7.171717171717173,0.40404040404040403,0.14311938024249465,96,-1.7609188238371147
7.373737373737374,0.40404040404040403,0.17439357434949554,61,0.9412127073083716
7.575757575757574,0.40404040404040403,0.20827950604518794,42,1.7264316893152436
7.777777777777779,0.40404040404040403,0.2509261867366068,6,0.851566528195634
7.979797979797979,0.40404040404040403,0.31301867235648656,59,-1.6895522994801386
8.18181818181818,0.40404040404040403,0.40819853045730214,13,-0.5195047729699961
8.383838383838384,0.40404040404040403,0.5477478654052479,84,-0.7221391323362981
8.585858585858585,0.40404040404040403,0.7326953046217175,11,0.20438697287495922
8.787878787878789,0.40404040404040403,0.9472114828852272,36,-0.5202891388407597
8.98989898989899,0.40404040404040403,1.1580895701970713,82,-1.2730102483219816
9.19191919191919,0.40404040404040403,1.3228371623531245,24,1.059057988071786
9.393939393939394,0.40404040404040403,1.4042107687561232,72,1.4520383036998221
9.595959595959595,0.40404040404040403,1.3847344275480669,72,0.5146233536260055
9.7979797979798,0.40404040404040403,1.2738871977034112,54,0.7929413183032308
10.0,0.40404040404040403,1.1041659927385288,22,0.2923603790355813
-10.0,0.6060606060606061,1.4581830205126403,35,-0.9264600374793835
-9.797979797979798,0.6060606060606061,1.6091327872487269,16,0.9449241472831011
-9.595959595959595,0.6060606060606061,1.700686780037814,42,1.4723423987066788
-9.393939393939394,0.6060606060606061,1.7004339880233659,10,-1.7503808318443463
-9.191919191919192,0.6060606060606061,1.5989822186842306,64,-0.6147574870011993
-8.98989898989899,0.6060606060606061,1.4138948994371041,94,-1.1772748855421102
-8.787878787878787,0.6060606060606061,1.1825032180798574,97,-0.21755711076388298
-8.585858585858587,0.6060606060606061,0.9473871389137818,5,-1.5501430818185127
-8.383838383838384,0.6060606060606061,0.7418405464086526,80,0.15678389573183885
-8.181818181818182,0.6060606060606061,0.5817789878407673,73,1.3471853374145202
-7.979797979797979,0.6060606060606061,0.466258781878204,5,1.2645469945239283
-7.777777777777778,0.6060606060606061,0.38408117547265386,39,0.550181677640745
-7.575757575757576,0.6060606060606061,0.3216860050429075,53,0.16003946844083322
-7.373737373737374,0.6060606060606061,0.2684673264063224,8,-1.2102500929188311
-7.171717171717171,0.6060606060606061,0.2183526119546644,59,-0.43389661234979454
-6.96969696969697,0.6060606060606061,0.16881492499751966,71,-0.11553018370096486
-6.767676767676768,0.6060606060606061,0.11918533719628294,47,0.29353576018328176
-6.565656565656566,0.6060606060606061,0.06945297426312949,42,-0.8005247862598277
-6.363636363636363,0.6060606060606061,0.019751206112773097,93,-0.2927593019498976
-6.161616161616162,0.6060606060606061,-0.02977102004679325,7,0.9775837712511092
-5.959595959595959,0.6060606060606061,-0.07896520978498517,88,2.6486490157942786
-5.757575757575758,0.6060606060606061,-0.12768311213153943,22,-0.6378723500236545
-5.555555555555555,0.6060606060606061,-0.17575156468854528,76,0.4511150685456904
-5.353535353535354,0.6060606060606061,-0.22279425387263965,46,-1.4859338016063852
-5.151515151515151,0.6060606060606061,-0.2675970227927508,24,0.9852080333411665
-4.94949494949495,0.6060606060606061,-0.30676566058690286,45,-1.14073586127579
-4.747474747474747,0.6060606060606061,-0.33305146200885294,5,0.45126102634505455
-4.545454545454546,0.6060606060606061,-0.334732425447575,82,-0.09137286872226288
-4.343434343434343,0.6060606060606061,-0.29791435865412896,22,-0.8673892263374888
-4.141414141414142,0.6060606060606061,-0.21256158755678262,84,0.8392215552853269
-3.9393939393939394,0.6060606060606061,-0.08051267948582852,21,1.8103254210789101
-3.737373737373738,0.6060606060606061,0.07878873739242609,85,-1.8170665330547517
-3.5353535353535355,0.6060606060606061,0.22945293119259436,93,1.3266925646114989
-3.333333333333333,0.6060606060606061,0.32889038995002184,91,1.1097234940828233
-3.1313131313131315,0.6060606060606061,0.34295914444876163,17,-0.8961252976552719
-2.929292929292929,0.6060606060606061,0.2595287980918326,91,0.34659934784680574
-2.7272727272727275,0.6060606060606061,0.09353227179379564,76,1.5149283920787449
-2.525252525252525,0.6060606060606061,-0.11917190331206273,36,-0.19263341240915094
-2.3232323232323235,0.6060606060606061,-0.3358802343293795,60,-0.5452036514251816
-2.121212121212121,0.6060606060606061,-0.5219220556918567,80,-0.3647331279679726
-1.9191919191919187,0.6060606060606061,-0.6595930817029378,94,-0.4091173166133039
-1.717171717171718,0.6060606060606061,-0.7484632892355918,85,-1.0608734433477496
-1.5151515151515156,0.6060606060606061,-0.7991834768820918,44,0.8293165063780117
-1.3131313131313131,0.6060606060606061,-0.8255085199052445,30,-0.7208127045796704
-1.1111111111111107,0.6060606060606061,-0.8386167756841623,7,-1.4121423063606788
-0.9090909090909101,0.6060606060606061,-0.8451757995190857,1,-0.07670632369913995
-0.7070707070707076,0.6060606060606061,-0.8481559418214389,11,1.5164267867973291
-0.5050505050505052,0.6060606060606061,-0.848518076230944,73,-0.7987310730427392
-0.30303030303030276,0.6060606060606061,-0.8464857625235261,98,0.8456847283779019
-0.10101010101010033,0.6060606060606061,-0.8421176107876424,84,0.9566051767263604
0.10101010101010033,0.6060606060606061,-0.8354589727128992,34,-0.6484452908903646
0.30303030303030276,0.6060606060606061,-0.8265617868528047,23,-0.8829294417202533
0.5050505050505052,0.6060606060606061,-0.8154843365274115,33,1.072735828855331
0.7070707070707076,0.6060606060606061,-0.8022709213739012,35,-1.7442202555149813
0.9090909090909083,0.6060606060606061,-0.7867996858914005,87,-0.45950486436095017
1.1111111111111107,0.6060606060606061,-0.768209780118101,14,-0.38078439797416636
1.3131313131313131,0.6060606060606061,-0.7436287285765807,87,2.2520108604414117
1.5151515151515156,0.6060606060606061,-0.7064842429613288,24,2.338564943669316
1.7171717171717162,0.6060606060606061,-0.6456901766204352,37,-1.0766131860936627
1.9191919191919187,0.6060606060606061,-0.5475803731616387,44,-0.34917381779696793
2.121212121212121,0.6060606060606061,-0.40158883997742084,97,-0.8477079970194531
2.3232323232323235,0.6060606060606061,-0.20822608858695568,99,0.27818128798470904
2.525252525252524,0.6060606060606061,0.014727811201397989,72,0.16947176658585505
2.7272727272727266,0.6060606060606061,0.23253148103421184,80,0.056081870967937084
2.929292929292929,0.6060606060606061,0.4024161324082204,38,1.2409372336275504
3.1313131313131315,0.6060606060606061,0.4884636789700938,9,0.33287502553660175
3.333333333333334,0.6060606060606061,0.47568768416072793,89,-0.24299843984789227
3.5353535353535346,0.6060606060606061,0.3761713424062425,71,-0.7245001070769703
3.737373737373737,0.6060606060606061,0.22401598166245856,69,0.28887963691511703
3.9393939393939394,0.6060606060606061,0.0617772534563964,80,1.1281154109369738
4.141414141414142,0.6060606060606061,-0.07468199850858748,33,-0.6170886505635226
4.3434343434343425,0.6060606060606061,-0.16593789987677016,32,-1.0502861305833768
4.545454545454545,0.6060606060606061,-0.2101643706789043,50,0.2481745465376665
4.747474747474747,0.6060606060606061,-0.21740220445728003,2,0.6170782083757734
